stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,home1,home2,home3,territory1,territory2,base1,base2,base3,colony8,colony1,colony2,colony3,colony4,colony5,colony6,colony7
LBR,450,1962,3000,3,0,16,785,0,7.19E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1963,3000,4,0,22,845,0,8.10E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1964,2600,4,0,27,905,0,8.17E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1965,2800,4,0,34,965,0,8.53E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1966,2800,4,0,42,1025,0,8.42E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1967,3300,4,0,48,1085,0,8.54E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1968,2800,5,0,203,1144,0,9.62E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1969,3400,5,0,521,1204,0,0.000104812,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1970,3000,5,0,1188,1264,0,0.000118548,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1971,4300,5,0,1360,1324,105,0.000148627,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1972,3800,6,0,1405,1384,121,0.000158006,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1973,3700,6,0,1418,1444,140,0.000160648,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1974,3700,6,0,1419,1503,204,0.000172136,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1975,4500,6,0,1285,1563,226,0.000174168,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1976,5400,6,0,1257,1623,247,0.00017685,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1977,6700,4,0,764,1683,269,0.000159831,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1978,6900,7,0,908,1743,291,0.000183723,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1979,8000,7,0,1685,1802,313,0.000198402,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1980,26000,7,0,1776,1862,334,0.000207523,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1981,38000,5,0,1665,1922,356,0.000198342,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1982,27000,5,0,790,1982,378,0.000184104,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1983,22000,5,0,682,2042,399,0.00018317,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1984,26000,6,0,716,2109,421,0.000191491,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1985,26000,6,0,748,2161,425,0.00019126,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1986,37700,6,0,949,2221,429,0.00019469,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1987,41000,6,0,946,2281,432,0.000193623,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1988,28070,7,0,947,2341,436,0.00019575,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1989,37620,7,0,945,2401,440,0.000199288,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1990,30000,8,0,1116,2407,436,0.000200116,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1991,36000,5,0,1076,2520,432,0.000189619,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1992,-9,2,0,1008,2580,428,0.00019413,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1993,14430,2,0,933,2640,424,0.000160869,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1994,36000,-9,0,887,2700,420,0.000177182,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1995,45000,-9,0,891,2760,455,0.000181427,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1996,46000,-9,0,954,2820,494,0.00018396,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1997,45000,-9,0,1073,2879,535,0.000187905,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1998,46000,-9,0,1202,2666,580,0.000184354,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,1999,25000,5,0,1334,2930,629,0.00019754,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2000,25000,15,0,1497,3154,655,0.000280744,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2001,24000,15,0,1560,3155,681,0.000288514,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2002,1000,15,0,1625,3071,1042,0.000331091,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2003,1000,15,0,1692,3124,1164,0.000341684,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2004,-9,15,0,1763,3185,1300,0.000424038,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2005,-9,15,0,1836,3270,1202,0.000411033,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2006,-9,15,0,1905,3385,1111,0.000400554,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2007,-9,2,0,1983,3522,1027,0.000261297,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2008,-9,2,0,2058,3673,981,0.000256288,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2009,8000,2,0,2135,3821,1018,0.000218515,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2010,8000,2,0,2220,3958,1056,0.000220877,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2011,13000,2,0,2303,4080,1096,0.000224354,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2012,-9,2,0,2382,4190,1137,0.000270421,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2013,-9,2,0,2464,4286,1180,0.000270475,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2014,-9,2,0,2549,4391,1224,0.000273816,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2015,17000,2,0,2638,4500,1270,0.000233127,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
LBR,450,2016,13000,2,0,2734,4614,1318,0.000236105,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1961,1820,1,0,6,2276,116,0.000177986,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1962,1960,2,0,8,2313,122,0.000184352,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1963,2100,3,0,9,2350,127,0.000190705,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1964,2380,3,0,10,2388,134,0.000190272,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1965,2660,3,0,13,2429,140,0.000191753,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1966,2240,3,0,13,2470,147,0.000189084,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1967,2380,3,0,16,2514,155,0.00018885,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1968,2400,3,0,18,2559,162,0.000188171,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1969,2760,4,0,901,2606,170,0.000216343,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1970,3000,3,0,1026,2656,179,0.000209458,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1971,3616,3,0,1032,2707,188,0.000210005,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1972,4253,3,0,1077,2761,197,0.000210142,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1973,5027,3,0,950,2816,206,0.000207094,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1974,5847,5,0,918,2873,214,0.000217817,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1975,6554,5,0,937,2931,229,0.000219553,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1976,5690,3,0,935,2989,244,0.00020696,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1977,8990,4,0,930,3049,261,0.000216166,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1978,11425,1,0,1026,3110,276,0.000199918,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1979,14000,2,0,1031,3172,292,0.000207462,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1980,12000,2,0,996,3236,309,0.000207991,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1981,12000,4,0,1065,3301,327,0.00022255,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1982,14000,4,0,1086,3367,346,0.000225085,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1983,10000,6,0,1158,3435,366,0.000238962,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1984,9000,4,0,1208,3507,385,0.000227018,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1985,5130,4,0,1223,3585,470,0.00023782,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1986,5130,4,0,1249,3670,481,0.000237668,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1987,6000,6,0,1175,3762,493,0.000248462,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1988,5000,4,0,1190,3853,505,0.000236657,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1989,5150,4,0,1182,3933,518,0.000237998,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1990,4239,5,0,1755,3997,531,0.000247881,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1991,12000,5,0,1761,4040,545,0.00025618,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1992,-9,8,0,1452,4066,561,0.000325164,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1993,14000,5,0,1429,4089,573,0.00025006,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1994,50000,5,0,1405,4127,586,0.000254473,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1995,41000,5,0,1453,4195,606,0.000252192,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1996,47000,5,0,1456,4297,627,0.000253148,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1997,51000,5,0,1561,4428,649,0.000256511,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1998,26000,4,0,1602,4568,671,0.00024741,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,1999,11000,3,0,1641,4717,695,0.000238542,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2000,10000,3,0,1688,4854,739,0.000241709,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2001,12000,6,0,1695,5054,786,0.000274995,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2002,27000,13,0,1706,4493,727,0.00032542,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2003,28000,13,0,1701,4713,745,0.000328772,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2004,26000,13,0,1704,4928,765,0.000332138,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2005,24000,13,0,1706,5120,784,0.00033531,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2006,28000,13,0,1708,5281,804,0.000338373,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2007,29000,11,0,1720,5416,825,0.0003238,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2008,14000,11,0,1739,5532,846,0.000320993,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2009,12000,11,0,1750,5641,868,0.000320272,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2010,13000,11,0,1768,5752,891,0.000319386,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2011,13000,11,0,1780,5865,913,0.000321711,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2012,14000,11,0,1793,5979,937,0.000322289,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2013,14000,11,0,1805,6922,986,0.00034223,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2014,15000,11,0,1821,7079,1014,0.000344114,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2015,13000,11,0,1839,7237,1043,0.000347091,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
SIE,451,2016,14000,9,0,1852,7396,1073,0.00033356,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1957,8051,2,0,35,6159,452,0.000609665,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1958,8283,2,0,38,6360,478,0.000614823,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1959,9801,2,0,42,6564,497,0.000619977,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1960,17384,5,0,46,6777,518,0.000642184,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1961,25553,10,0,48,6960,538,0.000694746,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1962,27421,10,0,53,7148,562,0.000687362,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1963,25553,18,0,58,7436,590,0.000752431,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1964,25903,25,0,60,7643,619,0.000807223,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1965,29636,25,0,65,7831,648,0.000822917,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1966,29835,30,0,71,7995,683,0.000842248,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1967,45630,30,0,192,8140,854,0.000889293,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1968,46256,35,0,1372,8279,1024,0.000979926,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1969,46746,35,0,1418,8433,924,0.000938009,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1970,43610,35,0,4022,8633,824,0.000948093,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1971,41513,35,0,4110,8858,867,0.000950789,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1972,30481,40,0,4430,9086,911,0.000977901,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1973,41300,40,0,4511,9354,957,0.000983267,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1974,60492,35,0,4905,9607,1006,0.000957964,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1975,78789,20,0,5001,9866,1061,0.00087694,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1976,109575,20,0,4850,10309,1128,0.000896955,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1977,136534,18,0,5260,10188,1195,0.00088971,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1978,133360,19,0,4935,10352,1250,0.000882411,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1979,123259,15,0,5103,10550,1304,0.000851516,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1980,102432,14,0,5097,10808,1368,0.000843641,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1981,272309,9,0,5399,11135,1420,0.000862577,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1982,214087,9,0,5512,11521,1477,0.000854988,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1983,188076,8,0,5659,11950,1534,0.000851386,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1984,78961,15,0,5127,12393,1590,0.000865677,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1985,63490,15,0,5565,12717,1642,0.000872102,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1986,51580,9,0,5604,13050,1661,0.000830438,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1987,45280,11,0,5797,13391,1680,0.000839309,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1988,21000,16,0,5934,14138,1699,0.000875794,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1989,41480,16,0,6002,14575,1748,0.000891094,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1990,45390,9,20,6098,15018,1803,0.000852169,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1991,67000,9,20,5715,15468,1861,0.000881161,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1992,47360,7,20,6766,15923,1915,0.000889357,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1993,51000,7,19,7739,16385,2109,0.000916679,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1994,105000,7,20,8738,16856,2302,0.000954336,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1995,121000,7,25,8607,17338,2496,0.000970042,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1996,123000,7,26,8684,17832,2689,0.000980158,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1997,134000,7,25,8771,18338,2883,0.000995019,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1998,137000,7,25,8794,19162,3076,0.001022375,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,1999,121000,7,25,9587,19678,3270,0.00103846,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2000,40000,7,25,8554,20212,3463,0.001019454,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2001,34000,7,25,9448,19396,3600,0.00100921,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2002,38000,7,25,9716,19786,3390,0.001056783,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2003,51000,7,25,8958,20302,3518,0.001056639,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2004,50000,7,25,8854,20836,3653,0.001062304,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2005,76000,7,25,8579,21384,3794,0.001072711,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2006,83000,7,25,8032,21948,3941,0.001077731,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2007,104000,14,25,8058,22526,4403,0.001178085,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2008,105000,14,25,7913,23110,4583,0.001184311,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2009,113000,14,25,6420,23692,4771,0.001183493,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2010,124000,16,25,8171,24263,4968,0.001222147,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2011,128000,12,25,7580,24821,5175,0.001196334,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2012,111000,16,25,7421,25366,5392,0.001236116,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2013,291000,16,25,7089,26346,5620,0.001262332,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2014,277000,16,25,6750,26963,5859,0.001271173,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2015,248000,16,25,7088,27583,6111,0.001287414,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GHA,452,2016,195000,16,25,8456,28207,6374,0.001308145,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1960,100,0,0,1,1444,0,8.29E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1961,269,0,0,1,1482,0,8.31E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1962,585,1,0,1,1520,0,9.16E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1963,926,1,0,3,1556,0,9.17E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1964,2764,2,0,3,1583,0,0.000100664,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1965,2748,2,0,4,1627,100,0.000131103,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1966,2364,2,0,5,1690,108,0.000131774,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1967,2574,2,0,6,1769,117,0.000134928,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1968,2683,1,0,6,1858,126,0.000131355,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1969,3158,1,0,7,1944,137,0.000135636,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1970,3058,2,0,137,1962,148,0.000144486,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1971,3421,2,0,878,2013,156,0.000161273,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1972,4232,2,0,903,2066,164,0.000162013,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1973,5662,2,0,928,2119,172,0.000162926,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1974,6669,2,0,938,2174,181,0.000163352,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1975,9145,3,0,958,2231,203,0.000174215,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1976,13194,4,0,984,2289,214,0.000182953,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1977,16762,4,0,1012,2348,225,0.00018559,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1978,21224,5,0,1470,2409,237,0.000200825,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1979,22513,4,0,1583,2472,250,0.000196612,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1980,23360,4,0,1592,2615,266,0.000201691,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1981,23087,6,0,1125,2691,281,0.000207913,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1982,18763,6,0,1160,2705,295,0.000206924,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1983,17321,6,0,1196,2853,311,0.000211387,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1984,17549,7,0,1234,2939,326,0.000217856,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1985,19210,7,0,1270,3028,342,0.00022064,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1986,30010,7,0,1312,3121,353,0.000223535,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1987,43410,8,0,1393,3217,364,0.000233464,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1988,45689,6,0,1456,3296,372,0.00022215,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1989,43000,6,0,1494,3418,387,0.000227283,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1990,49900,8,0,1535,3524,399,0.000239532,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1991,47440,8,0,1623,3632,412,0.000250307,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1992,-9,8,0,1698,3743,425,0.000295633,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1993,43100,8,0,1788,3856,441,0.000258867,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1994,25000,8,0,1867,3928,457,0.000255591,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1995,28000,10,0,1983,4085,479,0.000274932,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1996,29000,10,0,2073,4201,503,0.00027836,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1997,29000,12,0,2143,4317,527,0.000296185,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1998,35000,12,0,2247,4397,553,0.000302743,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,1999,34000,11,0,2499,4512,580,0.000298646,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2000,31000,7,0,2560,4629,604,0.000268473,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2001,31000,10,0,2620,4740,630,0.00029976,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
